ORGANISM_CODE,ORGANISM_NAME,ORGANISM_TYPE,ORGANISM_TYPE_DESCRIPTION,IS_COMMON,EXTRACTION_DATE,DATA_SOURCE
BAU,Bipolaris australiensis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BAV,Bordetella avium,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BAY,Brevibacterium acetylicum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BAY,Exiguobacterium acetylicum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BBA,Bartonella bacilliformis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BBB,Babesia bigemina,w,Other,No,2025-05-26,WHONET Organisms.txt
BBD,Babesia divergens,w,Other,No,2025-05-26,WHONET Organisms.txt
BBE,Brevibacillus brevis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BBE,Bacillus brevis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BBF,Bifidobacterium bifidum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BBI,Prevotella bivia,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BBI,Bacteroides bivius,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BBO,Babesia bovis,w,Other,No,2025-05-26,WHONET Organisms.txt
BBR,Bordetella bronchiseptica,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BBR,CDC IVa,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BBS,Babesia sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
BBU,Borrelia burgdorferi,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BBV,Bifidobacterium breve,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCA,Moraxella catarrhalis,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
BCA,Branhamella catarrhalis,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
BCC,Bacteroides caccae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCE,Bacillus cereus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BCG,Bacillus coagulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BCI,Bacillus circulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BCL,Balantidium coli,w,Other,No,2025-05-26,WHONET Organisms.txt
BCN,Brucella melitensis biovar canis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BCO,Bacteroides coagulans,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCP,Pseudoflavonifractor capillosus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCP,Bacteroides capillosus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCR,Bifidobacterium coryneforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCS,Bacillus sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BCT,Bifidobacterium catenulatum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BCX,Burkholderia cepacia complex,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BD-,Bordetella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BDE,Bacteroides denticola,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDE,Prevotella denticola,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDI,Bacteroides disiens,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDI,Prevotella disiens,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDN,Bifidobacterium dentium,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDO,Burkholderia dolosa (genomovar VI),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BDR,Blastomyces dermatitidis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BDS,Parabacteroides distasonis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDS,Bacteroides distasonis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BDU,Borrelia duttonii,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BEA,Beauveria sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BEG,Bacteroides eggerthii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BEP,Brevibacterium epidermidis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BER,Bergeyella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BEZ,Bartonella elizabethae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BEZ,Rochalimaea elizabethae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BFG,Bacteroides fragilis group,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BFI,Bacillus firmus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BFO,Bacteroides forsythus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BFO,Tannerella forsythia,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BFR,Bacteroides fragilis,a,Anaerobe,Yes,2025-05-26,WHONET Organisms.txt
BGA,Borrelia garinii,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BGL,Burkholderia gladioli,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BGL,Pseudomonas gladioli,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BGR,Campylobacter gracilis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BGR,Bacteroides gracilis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BHA,Bipolaris hawaiiensis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BHA,Curvularia hawaiiensis,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BHE,Bartonella henselae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BHE,Rochalimaea henselae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BHM,Bordetella holmesii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BHM,CDC NO-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BHO,Blastocystis hominis,w,Other,No,2025-05-26,WHONET Organisms.txt
BHR,Borrelia hermsii,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BHZ,Bordetella hinzii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BIF,Bifidobacterium sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BIL,Bilophila sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BIN,Bifidobacterium longum infantis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BIN,Bifidobacterium infantis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BIP,Bipolaris sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BKV,BK virus,v,Unknown,No,2025-05-26,WHONET Organisms.txt
BLA,Blastomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BLE,Porphyromonas levii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BLE,Bacteroides levii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BLI,Bacillus licheniformis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BLN,Bacillus lentus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BLO,Bifidobacterium longum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BLS,Blastocystis sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BLT,Bacillus laterosporus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BLT,Brevibacillus laterosporus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BMA,Pseudomonas mallei,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BMA,Burkholderia mallei,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BMB,Brevibacterium mcbrellneri,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BMC,Paenibacillus macerans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BMC,Bacillus macerans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BME,Bacteroides melaninogenicus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BME,Prevotella melaninogenica,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BMG,Bacillus megaterium,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BML,Brugia malayi,w,Other,No,2025-05-26,WHONET Organisms.txt
BMN,Bifidobacterium magnum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BMR,Bacteroides merdae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BMR,Parabacteroides merdae,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BMT,Brucella melitensis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BMU,Burkholderia multivorans (genomovar II),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BMY,Bacillus mycoides,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BNC,Burkholderia cenocepacia (genomovar III),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOA,Borrelia anserina,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BOC,Bacteroides ochraceus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOC,Capnocytophaga ochracea,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOI,Brucella ovis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOI,Brucella melitensis biovar ovis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOL,Borrelia sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BON,Salmonella Bonn,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BOS,Borrelia suilla,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BOV,Bacteroides ovatus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BPA,CDC IVb,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
BPA,Bordetella parapertussis,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
BPE,Bordetella pertussis,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
BPK,Borrelia parkeri,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BPM,Bacillus pumilus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BPN,Virgibacillus pantothenticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BPN,Bacillus pantothenticus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BPO,Bacillus polymyxa,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BPO,Paenibacillus polymyxa,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BPS,Bifidobacterium pseudolongum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BPU,Alistipes putredinis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BPU,Bacteroides putredinis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BPY,Burkholderia pyrrocinia (genomovar IX),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BQU,Bartonella quintana,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BQU,Rochalimaea quintana,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BR-,Brucella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BRA,Basidiobolus ranarum,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BRC,Borrelia recurrentis,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BRD,Salmonella Bredeney,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BRE,CDC Coryneform Group B-1,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BRE,CDC Coryneform Group B-3,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BRE,Brevibacterium sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BRG,Brugia sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
BRH,Brachyspira hyodysenteriae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BRI,Brachyspira intermedia,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BRL,Brachyspira alvinipulli,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BRO,Brochothrix sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BRS,Brachyspira sp.,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BRV,Brevundimonas sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BS-,"Streptococcus, beta-haemolytic",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSA,"Streptococcus, beta-haem. Group A",+,Gram-positive,Yes,2025-05-26,WHONET Organisms.txt
BSB,"Streptococcus, beta-haem. Group B",+,Gram-positive,Yes,2025-05-26,WHONET Organisms.txt
BSC,"Streptococcus, beta-haem. Group C",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSE,"Streptococcus, beta-haem. Group E",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSF,"Streptococcus, beta-haem. Group F",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSG,"Streptococcus, beta-haem. Group G",+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSH,Lysinibacillus sphaericus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSH,Bacillus sphaericus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSI,Bipolaris spicifera,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BSI,Curvularia spicifera,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BSL,Bacillus subtilis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSP,Odoribacter splanchnicus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BSP,Bacteroides splanchnicus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BSR,Geobacillus stearothermophilus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BSR,Bacillus stearothermophilus,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BST,Bacteroides stercoris,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BSU,Brucella melitensis biovar suis,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BSZ,Blastoschizomyces sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
BTB,Burkholderia stabilis (genomovar IV),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BTE,Bacteroides pyogenes,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BTE,Bacteroides tectum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BTH,Bacteroides thetaiotaomicron,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BTI,Brugia timori,w,Other,No,2025-05-26,WHONET Organisms.txt
BTN,Bacteroides nordii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BTR,Borrelia turicatae,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
BTU,Bacillus thuringiensis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BUA,Buttiauxella sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BUB,Burkholderia ubonensis (genomovar X),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BUD,Budvicia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BUK,Burkholderia sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BUN,Bacteroides uniformis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BUR,Campylobacter ureolyticus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BUR,Bacteroides ureolyticus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BUT,Butyrivibrio sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BVC,Brevibacterium casei,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
BVI,Bartonella vinsonii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BVI,Rochalimaea vinsonii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BVT,Burkholderia vietnamiensis (genomovar V),-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BVU,Phocaeicola vulgatus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BVU,Bacteroides vulgatus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BWA,Bilophila wadsworthia,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
BXX,"Shigella boydii, nontypable",-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
BYP,Brachyspira pilosicoli,b,Bacteria,No,2025-05-26,WHONET Organisms.txt
C10,Citrobacter gillenii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C10,Citrobacter genomospecies 10,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C11,Citrobacter genomospecies 11,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C11,Citrobacter murliniae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C19,COVID-19,v,Unknown,No,2025-05-26,WHONET Organisms.txt
C19,SARS-CoV-2,v,Unknown,No,2025-05-26,WHONET Organisms.txt
C2C,CDC IIc,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2C,Flavobacterium group IIc,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2E,Flavobacterium group IIe,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2E,CDC IIe,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2H,Flavobacterium group IIh,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2H,CDC IIh,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2I,Flavobacterium group IIi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C2I,CDC IIi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4C,Ralstonia paucula,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4C,Cupriavidus pauculus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4C,CDC IVc,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4D,Pseudomonas-like group 2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4D,CDC EF-1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C4D,CDC IVd,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C58,CDC Enteric Group 58,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C59,CDC Enteric Group 59,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C59,Buttiauxella noackiae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C60,CDC Enteric Group 60,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C63,Buttiauxella ferragutiae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C63,CDC Enteric Group 63,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C64,CDC Enteric Group 64,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C64,Buttiauxella gaviniae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C68,CDC Enteric Group 68,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
C69,CDC Enteric Group 69,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAA,Cryptococcus albidus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAA,Cryptococcus albidus var. albidus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAA,Naganishia albida,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAB,Clostridium acetobutylicum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAC,Pseudomonas acidovorans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAC,Delftia acidovorans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAC,Comamonas acidovorans,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAD,Cryptococcus albidus var. diffluens,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAD,Naganishia diffluens,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAE,Cryptococcus ater,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAE,Papiliotrema laurentii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAF,CDC Coryneform Group ANF-1,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CAF,Corynebacterium afermentans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CAG,Clostridium argentinense,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAI,Capillaria sp.,w,Other,No,2025-05-26,WHONET Organisms.txt
CAJ,Campylobacter jejuni,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
CAJ,Campylobacter jejuni ss. jejuni,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
CAL,Candida albicans,f,Fungus,Yes,2025-05-26,WHONET Organisms.txt
CAM,Campylobacter sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAN,Candida sp.,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAO,Corynebacterium accolens,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CAP,CDC DF-1,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAP,Capnocytophaga sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAQ,Corynebacterium aquaticum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CAQ,Leifsonia aquatica,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CAR,Cardiobacterium sp.,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAS,Capnocytophaga sputigena,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CAT,Catonella sp.,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAU,Clostridium absonum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAU,Clostridium sardiniense,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAV,Clostridium aminovalericum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CAX,Candida albicans complex,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CAY,Caryophanon sp.,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CBA,Clostridium paraperfringens,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBA,Clostridium baratii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBB,Campylobacter sputorum ss. bubulus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CBC,Conidiobolus coronatus,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CBE,Clostridium beijerinckii,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBI,Clostridium bifermentans,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBK,Citrobacter braakii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CBM,Carnobacterium maltaromaticum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CBN,Cladophialophora bantiana,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CBO,Clostridium botulinum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBP,Cladophialophora boppii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CBR,Cunninghamella elegans,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CBR,Cunninghamella bertholletiae,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CBT,Coxiella burnetii,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CBU,Clostridium butyricum,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CBV,Corynebacterium bovis,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CCA,Clostridium carnis,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCC,Clostridium cochlearium,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCD,Clostridium cadaveris,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCE,Cellulomonas cellulans (O. xanthineolytica),+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CCE,Oerskovia xanthineolytica,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CCE,Cellulosimicrobium cellulans,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CCH,Clostridium chauvoei,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCI,Candida ciferrii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCI,Trichomonascus ciferrii,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCL,Clostridium clostridioforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCL,Clostridium clostridiiforme,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCM,CDC DF-2,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CCM,Capnocytophaga canimorsus,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CCN,Campylobacter concisus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCN,CDC EF-22,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCO,Campylobacter coli,-,Gram-negative,Yes,2025-05-26,WHONET Organisms.txt
CCR,Chrysosporium parvum var. crescens,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCS,Cyclospora cayetanensis,w,Other,No,2025-05-26,WHONET Organisms.txt
CCT,Candida ravauti,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCT,Diutina catenulata,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCT,Candida catenulata,f,Fungus,No,2025-05-26,WHONET Organisms.txt
CCU,Wolinella curva,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCU,Campylobacter curvus,a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CCY,Capnocytophaga cynodegmi,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CCY,CDC DF-2-like,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CD+,"Clostridioides difficile, toxin-producing",a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CD+,"Clostridium difficile, toxin-producing",a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CD-,"Clostridioides difficile, toxin-nonproducing",a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CD-,"Clostridium difficile, toxin-nonproducing",a,Anaerobe,No,2025-05-26,WHONET Organisms.txt
CD2,CDC Coryneform Group D-2,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CD2,Corynebacterium urealyticum,+,Gram-positive,No,2025-05-26,WHONET Organisms.txt
CD3,Dysgonomonas capnocytophagoides,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CD3,CDC DF-3,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CDA,Cedecea davisae,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
CDA,CDC Enteric Group 15,-,Gram-negative,No,2025-05-26,WHONET Organisms.txt
